QuizName,QuizClass,FirstName,LastName,StudentID,CustomID,Earned Points,Possible Points,PercentCorrect,QuizCreated,DataExported,Key Version,Stu1,PriKey1,Points1,Mark1,Stu2,PriKey2,Points2,Mark2,Stu3,PriKey3,Points3,Mark3,Stu4,PriKey4,Points4,Mark4,Stu5,PriKey5,Points5,Mark5,Stu6,PriKey6,Points6,Mark6,Stu7,PriKey7,Points7,Mark7,Stu8,PriKey8,Points8,Mark8,Stu9,PriKey9,Points9,Mark9,Stu10,PriKey10,Points10,Mark10,Stu11,PriKey11,Points11,Mark11,Stu12,PriKey12,Points12,Mark12,Stu13,PriKey13,Points13,Mark13,Stu14,PriKey14,Points14,Mark14,Stu15,PriKey15,Points15,Mark15,Stu16,PriKey16,Points16,Mark16,Stu17,PriKey17,Points17,Mark17,Stu18,PriKey18,Points18,Mark18,Stu19,PriKey19,Points19,Mark19,Stu20,PriKey20,Points20,Mark20,Stu21,PriKey21,Points21,Mark21,Stu22,PriKey22,Points22,Mark22,Stu23,PriKey23,Points23,Mark23,Stu24,PriKey24,Points24,Mark24,Stu25,PriKey25,Points25,Mark25,Stu26,PriKey26,Points26,Mark26,Stu27,PriKey27,Points27,Mark27,Stu28,PriKey28,Points28,Mark28,Stu29,PriKey29,Points29,Mark29,Stu30,PriKey30,Points30,Mark30,Stu31,PriKey31,Points31,Mark31,Stu32,PriKey32,Points32,Mark32,Stu33,PriKey33,Points33,Mark33,Stu34,PriKey34,Points34,Mark34,Stu35,PriKey35,Points35,Mark35,Stu36,PriKey36,Points36,Mark36,Stu37,PriKey37,Points37,Mark37,Stu38,PriKey38,Points38,Mark38,Stu39,PriKey39,Points39,Mark39,Stu40,PriKey40,Points40,Mark40,Stu41,PriKey41,Points41,Mark41,Stu42,PriKey42,Points42,Mark42
Sample Quiz,Sample Class,,Kayleigh Kalland,100010,,124,150,82.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,D,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,E,C,0,X,D,D,2,C,A,A,2,C,C,A,0,X,ABC,ABC,5,C,D,D,5,C,B,B,5,C,ABD,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CD,CDE,3,P
Sample Quiz,Sample Class,,Lorette Lechliter,100011,,104,150,69.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,A,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,C,B,0,X,D,D,5,C,B,B,5,C,C,B,0,X,B,C,0,X,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,E,C,0,X,D,D,2,C,A,A,2,C,A,A,5,C,AB,ABC,3,P,D,D,5,C,B,B,5,C,BCD,BD,0,X,BCE,BC,0,X,BC,BC,5,C,D,D,5,C,B,C,0,X,BE,CDE,0,X
Sample Quiz,Sample Class,,Magdalene Mossor,100012,,143,150,95.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,D,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Norene Nold,100013,,90,150,60.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,A,B,0,X,B,A,0,X,A,C,0,X,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,B,D,0,X,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,D,B,0,X,E,E,2,C,C,C,2,C,B,D,0,X,A,A,2,C,D,A,0,X,ABC,ABC,5,C,B,D,0,X,B,B,5,C,ABD,BD,0,X,BD,BC,0,X,AB,BC,0,X,BD,D,0,X,CE,C,0,X,CD,CDE,3,P
Sample Quiz,Sample Class,,Otha Oxborrow,100014,,104,150,69.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,B,D,0,X,D,B,0,X,B,B,5,C,B,C,0,X,B,A,0,X,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,A,E,0,X,C,C,2,C,D,D,2,C,E,A,0,X,D,A,0,X,AC,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,ABE,CDE,0,X
Sample Quiz,Sample Class,,Pattie Pompilio,100015,,143,150,95.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,ABD,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Quyen Qualia,100016,,120,150,80.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,E,C,0,X,C,E,0,X,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,B,A,0,X,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,C,A,0,X,AB,ABC,3,P,D,D,5,C,B,B,5,C,B,BD,2,P,BE,BC,0,X,BCD,BC,0,X,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Raul Rowbottom,100017,,130,150,86.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,A,C,0,X,AB,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,B,ABC,2,P,B,D,0,X,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Sanford Stogner,100018,,121,150,80.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,E,C,0,X,D,D,2,C,A,A,2,C,C,A,0,X,ABC,ABC,5,C,D,D,5,C,B,B,5,C,ABD,BD,0,X,BC,BC,5,C,BCD,BC,0,X,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Thomasine Turpin,100019,,140,150,93.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,E,D,0,X,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Usha Unglesbee,100020,,102,150,68.0,,,,D,D,2,C,C,B,0,X,A,A,2,C,B,C,0,X,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,A,C,0,X,A,A,5,C,A,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,A,B,0,X,B,D,0,X,A,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,ACE,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,ACDE,CDE,0,X
Sample Quiz,Sample Class,,Vada Velverton,100021,,121,150,80.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,C,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,B,A,0,X,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,ABC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,ACDE,CDE,0,X
Sample Quiz,Sample Class,,Wilfred Wareing,100022,,126,150,84.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,A,D,0,X,D,B,0,X,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,E,C,0,X,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,A,B,0,X,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Xochitl Xia,100023,,127,150,84.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,B,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,D,E,0,X,C,C,2,C,E,D,0,X,A,A,2,C,D,A,0,X,AB,ABC,3,P,A,D,0,X,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Yi Yurko,100024,,96,150,64.0,,,,D,D,2,C,C,B,0,X,A,A,2,C,B,C,0,X,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,A,A,5,C,B,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,C,D,0,X,B,B,5,C,D,B,0,X,C,C,5,C,D,A,0,X,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,D,C,0,X,A,D,0,X,E,A,0,X,A,A,5,C,AC,ABC,3,P,D,D,5,C,B,B,5,C,BCD,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,BCD,CDE,0,X
Sample Quiz,Sample Class,,Zachery Zeitler,100025,,143,150,95.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,D,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Adrianna Alsbrooks,100026,,122,150,81.33,,,,D,D,2,C,C,B,0,X,A,A,2,C,B,C,0,X,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,C,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,ABC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,ACDE,CDE,0,X
Sample Quiz,Sample Class,,Britany Buskirk,100027,,134,150,89.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,D,B,0,X,E,E,2,C,C,C,2,C,B,D,0,X,A,A,2,C,D,A,0,X,AC,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,E,D,0,X,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Coral Catchings,100028,,116,150,77.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,A,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,D,B,0,X,A,E,0,X,C,C,2,C,E,D,0,X,B,A,0,X,A,A,5,C,AB,ABC,3,P,B,D,0,X,B,B,5,C,ABCD,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,AB,CDE,0,X
Sample Quiz,Sample Class,,Delmar Dupree,100029,,134,150,89.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,D,B,0,X,E,E,2,C,C,C,2,C,B,D,0,X,A,A,2,C,D,A,0,X,AC,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,E,D,0,X,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Edyth Elwick,100030,,113,150,75.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,A,A,5,C,E,E,5,C,A,B,0,X,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,B,D,0,X,B,B,5,C,BCD,BD,0,X,AC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
